Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
161200.0,2.07109500340873,0.147256195302544,-1.92922997041501,0.604574498378496,0.524326593923433,-0.64177357294247,0.0589097425689627,-0.19873930824516,0.762788366509859,-0.690325682100813,-0.790002540307984,0.211948189236276,0.372396536026047,-1.82777965982757,-0.410914694871346,0.207912323339823,1.07776808736573,0.25247573044476,0.0038698548042785,-0.120766847647378,-0.0551345410092635,0.155738211782818,0.0327262446035292,0.416404716509952,0.167924329034669,0.620398489652772,-0.0422231688310784,-0.0258177469259035,1.0,0
144685.0,-0.546952837620017,0.515007142651274,0.0064451890201902,-0.634460248222304,-0.370272045631134,0.629077529133677,-0.467072920696103,0.698656393105503,0.541882909079037,-0.971267395462159,0.273158945783837,0.279356295303643,0.236794335837933,-1.3709789722039,0.209217232421093,1.91359489678189,-0.360081863333732,1.88942361599734,-0.492420158615535,-0.273553171210003,0.336597839387081,0.853156919451895,0.0455971273275428,0.0238290496647454,-1.31439225626784,0.290236942457284,-0.134902491514808,0.0380762826545399,89.19,0
70020.0,-1.63026056175667,1.45746482865246,-1.00337184431645,-1.20094095460749,1.81390225635516,3.21639285243699,-0.58108103424258,1.71236489411866,-0.529832964560465,-0.161295074347089,-0.467934893958178,0.0855069977361062,0.0838983657575465,0.803322804175988,0.958542617231553,0.71148755943199,-0.589158186561851,0.159636043416547,0.368809589683824,0.086574166605774,-0.163918840576788,-0.842183886429515,0.141049190074006,0.980199681461438,-0.228866104614866,0.0260201966452042,-0.0740841489127211,0.128107371846063,5.36,0
142304.0,2.26761030685897,-1.65158595950534,-1.33520735938752,-1.61575124557657,-0.682351323861089,0.699937939962375,-1.2771888538971,0.165774854172025,-0.793407376714961,1.52094265557217,-0.8316572187496,-0.43869534129213,-0.495497137122195,-0.586238858885658,-2.55522210869504,-0.9267979594115,0.642479565920225,0.0211830486482676,1.19397041574856,-0.436658989876528,-0.542606181756007,-0.933291655210121,0.211358278445172,-0.401975182250089,-0.0861470499483041,-0.305537525983704,0.0092277556727982,-0.0663025295284036,29.25,0
78256.0,1.01235603468456,-0.526639763447332,0.968167765725696,0.774694415878857,-1.04239594491601,-0.0818164336994887,-0.510583897029124,0.0700852905742783,0.969448262573613,-0.29965201564046,-1.05402212830656,0.285474613725235,0.0552331323696403,-0.397464436272896,0.256043306487665,0.291056532193986,-0.284696874647729,-0.113199909488444,0.0960777561272143,0.121812428210795,-0.0579826422128961,-0.209987700932632,-0.0979077526739826,0.0829864694468952,0.239246189480271,0.433626142648925,-0.0116027708058651,0.0398372187668237,112.0,0
36249.0,-0.479292265419732,1.34749906169895,1.41176782005158,1.68075905763279,0.696346815704255,0.157006224918914,0.89746921790569,-0.113291967622038,-1.35996743710622,0.303549759288608,-1.26401451472664,-0.0047165404440241,1.49356884875709,-0.22540928665088,0.201911144846116,0.7335333103078,-1.0026606844713,0.142784127528538,-0.606246990613152,0.0020891605011985,0.150127093582319,0.43044106573319,-0.312798993053197,-0.420216217024827,0.275275686500877,0.10797624824012,-0.0687657681121807,0.0426462760818803,23.41,0
132987.0,2.11151532709536,0.106918974686265,-1.96382355914548,0.283243270144613,0.670444280826682,-0.54743784580338,0.151245386029512,-0.177948436606589,0.590839809453993,-0.367655990154969,-1.16503923923536,-0.247849957394831,-0.202154624760559,-0.805663404447346,0.289968322728829,0.508290952844367,0.277785554439799,-0.0667978530384429,0.27950370553773,-0.154862032341313,-0.406489764725964,-1.08645400813192,0.268070000124694,-0.0724304428725957,-0.192014932247523,0.209626414943285,-0.0664234451762248,-0.0368285115700798,4.49,0
36272.0,-0.0855575597268171,0.103806485140957,1.0045473286895,-1.34588295373815,-0.345300537374662,-0.485834236761428,0.303015412040394,-0.0839242625520098,-1.29953038474961,0.241385701151335,-1.49747001517598,-1.11544607562663,-0.398956478593731,0.125740101963654,0.796999381770773,-1.05228117500631,-0.273018432779751,1.23839772654334,-0.209631869771539,-0.380088209964421,-0.564543127745194,-1.30249813992684,0.0303100137246756,-0.482421361934455,-0.277061368774696,0.83002962191332,-0.051992950361065,0.0079195241843675,36.25,0
40365.0,0.820709356516127,-0.814593425794018,1.64293663216588,1.85678911128781,-1.35334395004398,0.997962865695562,-0.988609602645435,0.463976462280295,1.78122190712475,-0.46933385480016,-1.34685020249039,0.548480070932337,-0.811312477071454,-0.91477410893303,-1.26483900301434,-0.769108392134575,0.631747572193575,-0.571323002987882,-0.215431046646967,-0.0015497504215286,0.0230524162887033,0.3159941376882,-0.161863647890723,0.118019890338963,0.421178787913238,-0.205838951126033,0.0993921452844941,0.0544787413182964,125.9,0
50460.0,0.996809418653911,-0.121046859944705,0.195888824298881,1.26525430894191,-0.0352370006939402,0.35219271261277,0.0363830375181503,0.152764271914547,0.0969206164772709,0.0191048281451634,0.810659853620544,0.929573684368946,-0.489522303219665,0.328629812005297,-0.722914022328895,-0.404633972572506,-0.0845967170091797,-0.317638672086871,0.0234991232272325,-0.0346695709238854,-0.0292790026312812,-0.0730874531200259,-0.178361801344242,-0.292947761775125,0.63716524483619,-0.316910981680384,0.0189051015545298,0.0151245054220798,84.97,0
